"ID","name","cre_id","lat","lng","regular","premium","diesel"
"10052","SERVICIO CERRO GORDO, S.A. DE C.V.","PL/8937/EXP/ES/2015","19.5469","-99.05339","23.79",NA,NA
"10053","SERVICIO TEPEACA S.A. DE C.V.","PL/9113/EXP/ES/2015","18.9769","-97.90289","23.48",NA,NA
"10054","ESTACION PIRU, S.A. DE C.V.","PL/8929/EXP/ES/2015","27.48241","-109.9296","23.99",NA,NA
"10055","SERVICIO SANTO DOMINGO AXAPUSCO SA DE CV ","PL/8983/EXP/ES/2015","19.70175","-98.75463","24",NA,NA
"10056","GASOLINERA Y SERVICIOS RIO HUMAYA SA DE CV","PL/9205/EXP/ES/2015","24.8329","-107.4079","24.3",NA,NA
"10057","SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.","PL/9154/EXP/ES/2015","25.74801","-100.3858","23.99","27.49",NA
"10058","IRMA ELOISA NAVA REYES","PL/8975/EXP/ES/2015","21.31138","-97.73766","22.99",NA,NA
"10059","Operadora Nextremor S.A. de C.V.","PL/8971/EXP/ES/2015","19.74194","-99.08971","22.87",NA,NA
"10060","Estación 0231, S.A. de C.V. ","PL/9063/EXP/ES/2015","19.63572","-99.10635","21.99","24.99",NA
"10061","GASOLEDAD S.A. DE C.V.","PL/9079/EXP/ES/2015","22.18928","-100.9289","23.5","24.6","24"
"10062","SERVICIO GARLO, S.A. DE C.V.","PL/9008/EXP/ES/2015","19.8561","-100.8303","23.49","25.9",NA
"10063","GASOLINERA LA CAPACHA SA DE CV","PL/9071/EXP/ES/2015","20.54241","-103.4211","23.99",NA,NA
"10064","CORPORACIÓN GASOLINERA MILLENIUM, S.A. DE C.V.","PL/8927/EXP/ES/2015","16.23467","-93.89707","23.99",NA,NA
"10065","ESTACION DE SERVICIO MADERO, SA DE CV.","PL/8959/EXP/ES/2015","22.32634","-97.87599","23.31",NA,NA
"10066","ORALIA ADAME GONZALEZ","PL/9132/EXP/ES/2015","29.03936","-107.4756","23.99",NA,NA
"10067","Super Servicio El Cortijo SA de CV","PL/9052/EXP/ES/2015","20.47146","-99.20643","23.49",NA,NA
"10068","GASOLINERA EL DIAMANTE, S.A. DE C.V.","PL/8953/EXP/ES/2015","18.65971","-100.9","23.99",NA,NA
"10069","COMERCIALIZADORA DE HIDROCARBUROS DE LEÓN, S.A. DE C.V.","PL/8874/EXP/ES/2015","21.13866","-101.6239","23.5",NA,NA
"10070","GARZE COMBUSTIBLES SA DE CV","PL/9014/EXP/ES/2015","23.73693","-99.12599","23.89",NA,NA
"10071","GASOLINERA FOS CERRO AZUL, SA DE CV.","PL/9195/EXP/ES/2015","21.18484","-97.74355","23.98",NA,NA
"10072","SERVICIO NUEVA ESPAÑA SA DE CV","PL/8910/EXP/ES/2015","20.61699","-103.3929","22.99",NA,NA
"10073","Servicio Telix, S.A. de C.V.","PL/9033/EXP/ES/2015","19.38761","-99.00348","23.99",NA,NA
"10074","Servicio 1 de Mayo, S.A. de C.V.","PL/9127/EXP/ES/2015","19.78861","-99.05937","21.99","24.94",NA
"10075","SERVICIO LOS DELFINES SA DE CV","PL/8978/EXP/ES/2015","20.74036","-103.4254","23.69",NA,NA
"10076","CORPORACIÓN GASOLINERA MILLENIUM, S.A. DE C.V.","PL/8925/EXP/ES/2015","19.37263","-99.09904","23.99",NA,NA
"10077","SERVIGAZ GONZALITOS, S.A. DE C.V.","PL/9080/EXP/ES/2015","25.6974","-100.3511","23.49",NA,NA
"10078","RGA SERVIGAZ, S.A. DE C.V.","PL/9082/EXP/ES/2015","25.69955","-100.2934","23.19",NA,NA
"10079","ROSARIO HERNANDEZ RODRIGUEZ","PL/9171/EXP/ES/2015","20.23039","-99.9035","23.99",NA,NA
"10080","E.S.G.E.S. S.A DE C.V","PL/9179/EXP/ES/2015","18.63151","-91.82518","23.99",NA,NA
"10081","SERVICIOS EL PALMAR VERDE SA DE CV","PL/8941/EXP/ES/2015","24.87527","-107.4754","23.94",NA,NA
"10082","ANA BERTHA GUERRA HINOJOSA","PL/9122/EXP/ES/2015","25.66792","-97.8144",NA,NA,NA
"10083","GRUPO ENER GAS, S.A. DE C.V.","PL/9076/EXP/ES/2015","18.93579","-99.19606","23.99",NA,NA
"10084","Gasolinera Agricola S.A. de C.V.","PL/9011/EXP/ES/2015","31.13653","-108.2612","21.68",NA,NA
"10085","SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.","PL/9172/EXP/ES/2015","25.58971","-100.2495","23.99","27.49","26.19"
"10086","OSCAR ISAURO LOPEZ ROMERO","PL/8979/EXP/ES/2015","16.33738","-92.55905","23.99",NA,"26.95"
"10087","INTEGRANTES DEL EJIDO DE SAN CRISTOBAL TEXCALUCAN,","PL/9075/EXP/ES/2015","19.41413","-99.29964","23.99","25.99",NA
"10088","SERVICIO EXPRESS COYOTEPEC, S.A. DE C.V. ","PL/9022/EXP/ES/2015","19.79167","-99.18022","23.19",NA,NA
"10089","HR SOL SERVICIOS ADMINISTRATIVOS FONDO 3 S.A DE C.V.","PL/9047/EXP/ES/2015","19.83909","-98.97277","23.99",NA,NA
"10090","PETROMAX, S.A. DE C.V.","PL/9005/EXP/ES/2015","32.51508","-116.9813","22.99","26.79",NA
"10091","SERVICIO REGIO CUATRO, S.A. DE C.V.","PL/8872/EXP/ES/2015","18.26939","-93.3137","23.99",NA,NA
"10092","SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.","PL/8882/EXP/ES/2015","25.69572","-100.2328","23.99","27.39","26.19"
"10093","GASOLINERA LOS PRIMOS POBLANA, S.A. DE C.V.","PL/9036/EXP/ES/2015","19.08311","-98.16482","22.8",NA,NA
"10094","PARADOR LOS MEZQUITES S.A. DE C.V.","PL/8976/EXP/ES/2015","28.52794","-105.9375","23.99",NA,NA
"10095","GASOLINERAS SURMEX SA DE CV ","PL/9128/EXP/ES/2015","19.88164","-97.58728","23.99",NA,NA
"10096","Combustibles Yañez SA de CV","PL/9029/EXP/ES/2015","19.18927","-96.1678","22.67",NA,NA
"10097","MULTISERVICIOS ANAHUAC, S.A. DE C.V.","PL/9198/EXP/ES/2015","25.77541","-97.77749","19.49",NA,"24.19"
"10098","E.S.G.E.S. S.A DE C.V","PL/9100/EXP/ES/2015","18.11396","-92.86486","23.89",NA,NA
"10099","PISA COMBUSTIBLES, S.A. DE C.V.","PL/9190/EXP/ES/2015","19.39304","-98.12947","23.5",NA,NA
"10100","Servicio Candedo SA de CV","PL/9053/EXP/ES/2015","19.53164","-99.06898","23.79",NA,NA
"10101","SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.","PL/8883/EXP/ES/2015","25.67705","-100.4764","23.99","27.47","26.19"
"10102","SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.","PL/9153/EXP/ES/2015","25.67489","-100.3718","23.99","27.49",NA
"10103","COMBUSTIBLE LA ESTANCIA S.A. DE C.V.","PL/9041/EXP/ES/2015","19.24521","-103.7583","22.49",NA,NA
"10104","LILIANA CARMONA GUERRERO","PL/8870/EXP/ES/2015","18.75744","-98.77985","23.99",NA,NA
"10105","Servicio Grillos SA de CV","PL/9057/EXP/ES/2015","19.31297","-99.63487","22.69",NA,NA
"10106","GASOLINERIA DOÑA PURE SA DE CV","PL/9061/EXP/ES/2015","20.70161","-99.82116","23.95",NA,NA
"10107","ANDRES CRUZ JARAMILLO","PL/8875/EXP/ES/2015","19.0665","-100.247","23.99",NA,NA
"10108","SERVICIO GASA, S. A. DE C. V.","PL/9017/EXP/ES/2015","25.74002","-100.3023","23.99",NA,NA
"10109","SERVICIO ARCHUNDIA, S. A. DE C. V.","PL/8920/EXP/ES/2015","19.9834","-99.61256","23.99",NA,NA
"10110","Gasolineria el rosario S.A. de C.V.","PL/9032/EXP/ES/2015","20.10227","-99.22205","23.99",NA,NA
"10111","SERVICIO 3 ESTRELLAS Y S.A. DE C.V.","PL/9139/EXP/ES/2015","19.16636","-98.22694","23.65",NA,NA
"10112","SERVICIO TEPEACA S.A. DE C.V.","PL/9112/EXP/ES/2015","18.95654","-97.90143","23.48","24.35",NA
"10113","SERVICIO GIRASOLES DEL SUR, S.A. DE C.V.","PL/9165/EXP/ES/2015","18.60821","-98.40276","23.99",NA,NA
"10114","CORPORACIÓN GASOLINERA MILLENIUM, S.A. DE C.V.","PL/8902/EXP/ES/2015","18.85037","-99.17908","22.99",NA,NA
"10115","CORPORACIÓN GASOLINERA MILLENIUM, S.A. DE C.V.","PL/8938/EXP/ES/2015","20.67516","-103.3572","23.99",NA,NA
"10116","Servicios Ecológicos de Calkiní S.A. de C.V.","PL/9136/EXP/ES/2015","18.94394","-88.18704",NA,NA,NA
"10117","Servicio Industrial Umán, S.A de C.V","PL/8932/EXP/ES/2015","20.91687","-89.70283","23.99","25.69","26.49"
"10118","ESTACION DE SERVICIO HANDALL, S.A. DE C.V.","PL/8968/EXP/ES/2015","18.53075","-88.31277","24.39",NA,NA
"10119","SERVICIO DEMOCRACIA SA DE CV","PL/8949/EXP/ES/2015","23.72544","-99.15588","23.99",NA,NA
"10120","ALBERTO RAMIREZ TORRES","PL/9042/EXP/ES/2015","19.02517","-98.21362","23.87",NA,NA
"10121","GASOLINERA PLATON SANCHEZ S.A. DE C.V.","PL/9056/EXP/ES/2015","21.27397","-98.37154","23.95",NA,"24.85"
"10122","YSYGUIEL PEÑA CHAIDEZ","PL/9126/EXP/ES/2015","24.49964","-107.1535","23.99",NA,NA
"10123","SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.","PL/9110/EXP/ES/2015","21.13041","-101.6581","23.99","27.29","26.59"
"10124","ESTACION DE SERV. AUTOP. MEXICO PUEBLA S.A. DE C.V","PL/9188/EXP/ES/2015","19.09754","-98.23159","23.79",NA,NA
"10125","SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.","PL/8904/EXP/ES/2015","25.56274","-103.4314",NA,NA,NA
"10126","SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.","PL/9175/EXP/ES/2015","25.62226","-100.2813","23.99","27.49","26.19"
"10127","COMBUSTIBLES Y LUBRICANTES DE CUAUHTEMOC S A DE C ","PL/8889/EXP/ES/2015","24.28775","-103.8102","24.8",NA,NA
"10128","SERVICIO SAN FRANCISCO DEL MEZQUITAL S.A. DE C.V.","PL/9117/EXP/ES/2015","23.48203","-104.3873","24",NA,NA
"10129","MULTISERVICIOS ESPECIALIZADOS MORITA S.A. DE C.V.","PL/8899/EXP/ES/2015","22.14792","-102.2936","23.99","25.79",NA
"10130","ESTACION DE SERVICIO EL JACAL, S.A. DE C.V.","PL/9035/EXP/ES/2015","19.40186","-100.0857","23.94",NA,NA
"10131","Servicio Coaxal S.A. de C.V.","PL/8897/EXP/ES/2015","19.41887","-97.00097","23.99",NA,NA
"10132","TEN GAS, S. A. DE C. V.","PL/8946/EXP/ES/2015","18.84073","-97.11317","23.94",NA,"26.34"
"10133","SERVICIO RAMOS SA DE CV","PL/8892/EXP/ES/2015","20.8892","-89.74223","23.89",NA,NA
"10134","HIDROCARBUROS EL CAMINO S.A. DE C.V.","PL/9184/EXP/ES/2015","18.33636","-95.83135","24",NA,NA
"10135","SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.","PL/9173/EXP/ES/2015","25.80798","-100.3897","23.99","27.39",NA
"10136","CORPORACIÓN GASOLINERA MILLENIUM, S.A. DE C.V.","PL/8907/EXP/ES/2015","19.3505","-99.16377","23.99",NA,NA
"10137","GASOLINERA GOMO SA DE CV","PL/9196/EXP/ES/2015","27.44366","-109.9398","23.99",NA,NA
"10138","Hidrocarburos La Marquesilla, S.A. de C.V.","PL/9185/EXP/ES/2015","18.00674","-95.25892","24",NA,NA
"10139","ESTACION DE SERVICIO AYUTLA SA DE CV","PL/8869/EXP/ES/2015","16.98975","-99.25061","23.99",NA,NA
"10140","SAMUEL CHAVEZ VILLALOBOS","PL/8951/EXP/ES/2015","26.93658","-105.6396","23.99",NA,NA
"10141","GASOLINERA MIRAMONTES DE MOMAX SUCESORES S DE RL DE CV ","PL/9023/EXP/ES/2015","21.93075","-103.3111","23.99",NA,NA
"10142","AEROGAS DE SAN LUIS, SA DE CV","PL/8942/EXP/ES/2015","22.86672","-100.1652","23.99",NA,NA
"10143","Mordup Combustibles S.A. de C.V.","PL/8969/EXP/ES/2015","19.6508","-99.38654","23.27",NA,NA
"10144","SERVICIO 3 ESTRELLAS Y S.A. DE C.V.","PL/9142/EXP/ES/2015","19.18879","-98.2383","23.65",NA,NA
"10145","SERVICIO ACAPULCO  DIAMANTE  S.A. DE C.V. ","PL/9019/EXP/ES/2015","16.87377","-99.86665","23.99",NA,NA
"10146","SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.","PL/9108/EXP/ES/2015","25.40418","-100.9993","23.99","27.49",NA
"10147","E.S.G.E.S. S.A DE C.V","PL/9092/EXP/ES/2015","18.53543","-92.63849","23.99",NA,NA
"10148","TEUTILA ORANTES RUIZ","PL/9189/EXP/ES/2015","15.30016","-92.66661","23.99",NA,NA
"10149","GASOLINERA FOY CABO ROJO, SA DE CV.","PL/9202/EXP/ES/2015","21.27712","-97.44563","23.98",NA,NA
"10150","GASOLINERA OMEGA MATEHUALA I SA DE CV","PL/9021/EXP/ES/2015","23.61681","-100.608","23.99",NA,NA
"10151","SUPER S RAPÍDITOS BIP BIP, S.A. DE C.V.","PL/8887/EXP/ES/2015","31.62663","-106.3712","18.99",NA,NA
"10152","MULTISERVICIO OBREGON S.A. DE C.V.","PL/9148/EXP/ES/2015","28.75064","-106.9077","23.8",NA,NA
"10153","E.S.G.E.S. S.A DE C.V","PL/9088/EXP/ES/2015","18.78875","-91.49329","23.99",NA,NA
"10154","MULTISERVICIOS MILCUMBRES S.A. DE C.V. ","PL/9111/EXP/ES/2015","19.68754","-101.1205","23.99",NA,NA
"10155","SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.","PL/9152/EXP/ES/2015","25.7447","-100.1807","23.99","27.49",NA
"10156","SUPER SERVICIO POZA RICA SA","PL/8893/EXP/ES/2015","20.53428","-97.47133",NA,NA,NA
"10157","EDUARDO PERALTA ENCINAS","PL/9031/EXP/ES/2015","29.11215","-110.9746","23.9",NA,NA
"10158","COMERCIALIZADORA DHEM, S.A. DE C.V.","PL/9043/EXP/ES/2015","19.00437","-98.2063","23.09","25.29",NA
"10159","JOSE MAURICIO NUÑEZ MARTINEZ","PL/9182/EXP/ES/2015","32.53925","-117.0404","22.49",NA,NA
"10160","HUGO ALBERTO GALVAN GARCIA","PL/8884/EXP/ES/2015","24.85899","-98.14226","24",NA,NA
"10161","Combustibles y Lubricantes Cazones SA de CV","PL/9081/EXP/ES/2015","20.70155","-97.31071","24",NA,NA
"10162","AUTOSERVICIO TAXIMAROA, S.A. DE C.V.","PL/8915/EXP/ES/2015","19.68618","-100.5225","23.99",NA,NA
"10163","ADMINISTRACIÓN DEL SISTEMA PORTUARIO NACIONAL GUAYMAS, S.A. DE C.V.","PL/8873/EXP/ES/2015","27.92269","-110.8849","25.8",NA,NA
"10164","Gasolinera Tlatlauqui, S.A. de C.V.","PL/8891/EXP/ES/2015","19.84565","-97.4974","23.65",NA,NA
"10165","COMBUSTIBLES LA POCHOTA, S.A. DE C.V.","PL/8962/EXP/ES/2015","18.24506","-96.12211","23.99",NA,"25.99"
"10166","OPERADORA JOVEL SA DE CV","PL/9099/EXP/ES/2015","16.71666","-92.62827","23.99",NA,NA
"10167","SAMUEL CHAVEZ VILLALOBOS","PL/8950/EXP/ES/2015","26.91776","-105.672","23.99",NA,NA
"10168","E.S.G.E.S. S.A DE C.V","PL/9180/EXP/ES/2015","18.51884","-88.32508","23.99",NA,"25.79"
"10169","GONBRIZ SA DE CV","PL/8957/EXP/ES/2015","18.52229","-102.3712","24.1",NA,NA
"10170","Servicio El Sauz Amarillo AG, S.A. de C.V.","PL/8954/EXP/ES/2015","21.33748","-101.928","23.99","25.99",NA
"10171","Servicios Ecológicos Chichen Itza S.A. de C.V.","PL/9010/EXP/ES/2015","20.59072","-103.4432",NA,NA,NA
"10172","E.S.G.E.S. S.A DE C.V","PL/9096/EXP/ES/2015","17.51505","-91.99704","22.99",NA,NA
"10173","GASOLINERA MASTER, S.A. DE C.V.","PL/9039/EXP/ES/2015","19.05304","-98.1561","22.7","23.15",NA
"10174","Servicio del Nordeste, S.A. de C.V.","PL/8974/EXP/ES/2015","25.83519","-97.50996",NA,NA,NA
"10175","SUPER SERVICIO HUANIQUEO, S.A. DE C.V.","PL/9013/EXP/ES/2015","19.88701","-101.5083","23.99",NA,NA
"10176","BURGOS PLUS GASOLINERAS S.A. DE C.V.","PL/9067/EXP/ES/2015","26.07082","-98.29195","18.99","22.98","24.98"
"10177","NESTOR RODRIGUEZ DOMINGUEZ","PL/8986/EXP/ES/2015","18.36517","-99.52849","23.98",NA,NA
"10178","GrupoGarivedeMexicoDistribuidoradePetroliferosSACV","PL/9034/EXP/ES/2015","19.28675","-98.92046",NA,NA,NA
"10179","Gomalva, S.A. de C.V. ","PL/9141/EXP/ES/2015","19.27393","-98.88277","22.74","24.54","25.24"
"10180","AUTOSERVICIO ARBUSTO, S.A. DE C.V.","PL/8917/EXP/ES/2015","19.25423","-99.72768","23.84",NA,NA
"10181","SERVICIO COLIMAN SA DE CV","PL/8972/EXP/ES/2015","19.23018","-103.7233","23.99",NA,NA
"10182","GASOLINERA BORJA, S.A DE C.V.","PL/8991/EXP/ES/2015","27.46383","-110.1167","24",NA,NA
"10183","GASBEL LA PLAYA S.A DE C.V.","PL/9030/EXP/ES/2015","20.9576","-97.3443",NA,NA,NA
"10184","E.S.G.E.S. S.A DE C.V","PL/9101/EXP/ES/2015","19.86245","-90.53039",NA,NA,NA
"10185","Combustibles y Lubricantes Ayotoxco SA de CV","PL/9083/EXP/ES/2015","20.0991","-97.3994","24.3",NA,NA
"10186","JOSE MANUEL JAVIER CERVANTES LOPEZ","PL/9134/EXP/ES/2015","19.20909","-98.24053","23.65",NA,NA
"10187","COMBUSTIBLES VELARDE ESPINOZA SA DE CV","PL/8922/EXP/ES/2015","25.78401","-108.981","23.89",NA,NA
"10188","E.S.G.E.S. S.A DE C.V","PL/9178/EXP/ES/2015","18.00373","-94.55573","23.39",NA,"25.19"
"10189","ESTACION DE SERVICIO LAJA, SA DE CV","PL/8885/EXP/ES/2015","20.71585","-100.7749","23.96",NA,NA
"10190","E.S.G.E.S. S.A DE C.V","PL/9093/EXP/ES/2015","19.83147","-90.49567","23.49",NA,"26.39"
"10191","SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.","PL/9150/EXP/ES/2015","25.60012","-99.97034","23.99","27.49",NA
"10192","COMERCIALIZADORA HEGOGAS, S.A. DE C.V.","PL/8886/EXP/ES/2015","20.09406","-97.62565","24",NA,NA
"10193","Combustibles y Lubricantes Poliforum, S.A de C.V","PL/8934/EXP/ES/2015","20.94459","-89.59259","23.99","25.69","26.69"
"10194","MAS QUE LITRO, S.A. DE C.V.","PL/9060/EXP/ES/2015","25.53258","-103.3964","22.99",NA,NA
"10195","Servicio Tren  SA de CV","PL/9062/EXP/ES/2015","19.35409","-98.96363","22.6",NA,NA
"10196","GASOLINERA LA GRULLITA S.A DE C.V ","PL/8933/EXP/ES/2015","32.43326","-114.8213","19.99",NA,NA
"10197","MOMA COMBUSTIBLES S.A. DE C.V.","PL/8961/EXP/ES/2015","18.11319","-96.00312",NA,NA,NA
"10198","AUTOSERVICIO TONALA, S.A. DE C.V.","PL/8955/EXP/ES/2015","20.6705","-103.2223","23.99",NA,NA
"10199","COMBUSTIBLES AMECAMECA, S.A. DE C.V.","PL/8918/EXP/ES/2015","19.11202","-98.77611","23.49",NA,NA
"10200","MYRNA ELIZABETH CABANILLAS CARRILLO","PL/9144/EXP/ES/2015","25.05481","-107.9059","23.99",NA,NA
"10201","GASERVICIO EL LLANITO QUIROGA SA DE CV","PL/8914/EXP/ES/2015","29.04776","-110.9627","23.99",NA,NA
"10202","SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.","PL/9161/EXP/ES/2015","25.64812","-100.1885","23.99","27.49",NA
"10203","PETROLIFEROS LA TERRITORIAL, S. DE R.L. DE C.V.","PL/8958/EXP/ES/2015","32.47353","-114.7497","19.79",NA,NA
"10204","MULTISERVICIOS DZILBACHEN, S.A. DE C.V.","PL/9003/EXP/ES/2015","19.45722","-89.74075","23.99",NA,"26.49"
"10205","HR SOL SERVICIOS ADMINISTRATIVOS FONDO 3 S.A DE C.V.","PL/9045/EXP/ES/2015","19.84811","-98.97349","23.99",NA,NA
"10206","SERVICIO CIRCULO GL, S.A. DE C.V.","PL/9193/EXP/ES/2015","27.49938","-109.9295","23.79",NA,NA
"10207","JOSE JAIME CASTELLANOS FLORES","PL/8994/EXP/ES/2015","20.46415","-102.9283","23.99",NA,"26.29"
